f: 1    g: 0    h: 1    IIB...C.BHHHC.AAD.....D.EEGGGF.....F
f: 16   g: 14   h: 2    C..II.C.HHH.AA..DF..B.DFEEBGGG......
f: 16   g: 14   h: 2    C..II.CHHH..AA..DF..B.DFEEBGGG......
f: 16   g: 15   h: 1    C.B.IIC.BHHHAA..D.....D.EEGGGF.....F
f: 16   g: 15   h: 1    C.B.IIC.BHHHAA..D.....DFEEGGGF......
f: 16   g: 15   h: 1    C.BII.C.BHHHAA..D.....D.EEGGGF.....F
f: 16   g: 15   h: 1    C.BII.C.BHHHAA..D.....DFEEGGGF......
f: 16   g: 14   h: 2    C..IIFC.HHHFAAB.D...B.D..EEGGG......
f: 16   g: 14   h: 2    C..IIFCHHH.FAAB.D...B.D..EEGGG......
f: 16   g: 15   h: 1    C..IIFC.HHHFAA..D.....D.EEBGGG..B...
f: 16   g: 15   h: 1    C..IIFCHHH.FAA..D.....D.EEBGGG..B...
f: 16   g: 15   h: 1    C..IIFC.HHHFAA..D...B.D.EEBGGG......
f: 16   g: 15   h: 1    C..IIFCHHH.FAA..D...B.D.EEBGGG......
f: 17   g: 14   h: 3    C...IIC..HHHAAB.DF..B.DFEE.GGG......
f: 17   g: 14   h: 3    C...IIC.BHHHAAB.DF....DFEE.GGG......
f: 17   g: 14   h: 3    C...IIC..HHHAAB.DF..B.DFEEGGG.......
f: 17   g: 14   h: 3    C...IIC.BHHHAAB.DF....DFEEGGG.......
f: 17   g: 14   h: 3    C..II.C..HHHAAB.DF..B.DFEE.GGG......
f: 17   g: 14   h: 3    C..II.C.BHHHAAB.DF....DFEE.GGG......
f: 17   g: 14   h: 3    C..II.C..HHHAAB.DF..B.DFEEGGG.......
f: 17   g: 14   h: 3    C..II.C.BHHHAAB.DF....DFEEGGG.......
f: 17   g: 15   h: 2    C...IIC..HHHAAB.D...B.D.EEGGGF.....F
f: 17   g: 15   h: 2    C...IIC.BHHHAAB.D.....D.EEGGGF.....F
f: 17   g: 15   h: 2    C...IIC..HHHAAB.D...B.DFEEGGGF......
f: 17   g: 15   h: 2    C...IIC.BHHHAAB.D.....DFEEGGGF......
f: 17   g: 15   h: 2    C..II.C..HHHAAB.D...B.D.EEGGGF.....F
f: 17   g: 15   h: 2    C..II.C.BHHHAAB.D.....D.EEGGGF.....F
f: 17   g: 15   h: 2    C..II.C..HHHAAB.D...B.DFEEGGGF......
f: 17   g: 15   h: 2    C..II.C.BHHHAAB.D.....DFEEGGGF......
f: 17   g: 14   h: 3    C...IIC.HHH.AAB.DF..B.DF.EEGGG......
f: 17   g: 14   h: 3    C...IICHHH..AAB.DF..B.DF.EEGGG......
f: 17   g: 14   h: 3    C.II..C..HHHAAB.DF..B.DF.EEGGG......
f: 17   g: 14   h: 3    CII...C..HHHAAB.DF..B.DF.EEGGG......
f: 17   g: 14   h: 3    C.II..C.BHHHAAB.DF....DF.EEGGG......
f: 17   g: 14   h: 3    CII...C.BHHHAAB.DF....DF.EEGGG......
f: 17   g: 14   h: 3    C...IIC.HHH.AAB.DF..B.DFEE.GGG......
f: 17   g: 14   h: 3    C...IICHHH..AAB.DF..B.DFEE.GGG......
f: 17   g: 14   h: 3    C.II..C..HHHAAB.DF..B.DFEE.GGG......
f: 17   g: 14   h: 3    CII...C..HHHAAB.DF..B.DFEE.GGG......
f: 17   g: 14   h: 3    C.II..C.BHHHAAB.DF....DFEE.GGG......
f: 17   g: 14   h: 3    CII...C.BHHHAAB.DF....DFEE.GGG......
f: 17   g: 14   h: 3    C..II.C.HHH.AAB.DF..B.DF.EEGGG......
f: 17   g: 14   h: 3    C..II.CHHH..AAB.DF..B.DF.EEGGG......
f: 17   g: 14   h: 3    C..II.C.HHH.AAB.DF..B.DFEE.GGG......
f: 17   g: 14   h: 3    C..II.CHHH..AAB.DF..B.DFEE.GGG......
f: 17   g: 14   h: 3    C...IIC.HHHFAAB.DF..B.D..EEGGG......
f: 17   g: 14   h: 3    C.II..C.HHH.AAB.DF..B.DF.EEGGG......
f: 17   g: 14   h: 3    CII...C.HHH.AAB.DF..B.DF.EEGGG......
f: 17   g: 14   h: 3    C...IICHHHD.AAB.DF..B..F.EEGGG......
f: 17   g: 14   h: 3    C...IICHHH.FAAB.DF..B.D..EEGGG......
f: 17   g: 14   h: 3    C.II..CHHH..AAB.DF..B.DF.EEGGG......
f: 17   g: 14   h: 3    CII...CHHH..AAB.DF..B.DF.EEGGG......
f: 17   g: 14   h: 3    C..II.C.HHHFAAB.DF..B.D..EEGGG......
f: 17   g: 14   h: 3    C..II.CHHHD.AAB.DF..B..F.EEGGG......
f: 17   g: 14   h: 3    C..II.CHHH.FAAB.DF..B.D..EEGGG......
f: 17   g: 15   h: 2    C...IIC..HHH..AADF....DFEEBGGG..B...
f: 17   g: 15   h: 2    C...IIC..HHH.AA.DF....DFEEBGGG..B...
f: 17   g: 15   h: 2    C...IIC.HHH.AA..DF....DFEEBGGG..B...
f: 17   g: 15   h: 2    C...IICHHH..AA..DF....DFEEBGGG..B...
f: 17   g: 15   h: 2    C.II..C..HHHAA..DF....DFEEBGGG..B...
f: 17   g: 15   h: 2    CII...C..HHHAA..DF....DFEEBGGG..B...
f: 17   g: 15   h: 2    C...IIC..HHH..AADF..B.DFEEBGGG......
f: 17   g: 15   h: 2    C...IIC..HHH.AA.DF..B.DFEEBGGG......
f: 17   g: 15   h: 2    C...IIC.HHH.AA..DF..B.DFEEBGGG......
f: 17   g: 15   h: 2    C...IICHHH..AA..DF..B.DFEEBGGG......
f: 17   g: 15   h: 2    C.II..C..HHHAA..DF..B.DFEEBGGG......
f: 17   g: 15   h: 2    CII...C..HHHAA..DF..B.DFEEBGGG......
f: 17   g: 15   h: 2    C..II.C..HHH..AADF....DFEEBGGG..B...
f: 17   g: 15   h: 2    C..II.C..HHH.AA.DF....DFEEBGGG..B...
f: 17   g: 15   h: 2    C..II.C.HHH.AA..DF....DFEEBGGG..B...
f: 17   g: 15   h: 2    C..II.CHHH..AA..DF....DFEEBGGG..B...
f: 17   g: 15   h: 2    C..II.C..HHH..AADF..B.DFEEBGGG......
f: 17   g: 15   h: 2    C..II.C..HHH.AA.DF..B.DFEEBGGG......
f: 17   g: 15   h: 2    C..II.C.HHH.AA..DF..B.DFEEBGGG......
f: 17   g: 15   h: 2    C..II.CHHH..AA..DF..B.DFEEBGGG......
f: 17   g: 15   h: 2    ....II...HHHC.AADFC...DFEEBGGG..B...
f: 17   g: 15   h: 2    ....IIC..HHHC.AADF....DFEEBGGG..B...
f: 17   g: 15   h: 2    C...IIC.HHH...AADF....DFEEBGGG..B...
f: 17   g: 15   h: 2    C...IICHHH....AADF....DFEEBGGG..B...
f: 17   g: 15   h: 2    C.II..C..HHH..AADF....DFEEBGGG..B...
f: 17   g: 15   h: 2    CII...C..HHH..AADF....DFEEBGGG..B...
f: 17   g: 15   h: 2    ....II...HHHCAA.DFC...DFEEBGGG..B...
f: 17   g: 15   h: 2    ....IIC..HHHCAA.DF....DFEEBGGG..B...
f: 17   g: 15   h: 2    C...IIC.HHH..AA.DF....DFEEBGGG..B...
f: 17   g: 15   h: 2    C...IICHHH...AA.DF....DFEEBGGG..B...
f: 17   g: 15   h: 2    C.II..C..HHH.AA.DF....DFEEBGGG..B...
f: 17   g: 15   h: 2    CII...C..HHH.AA.DF....DFEEBGGG..B...
f: 17   g: 15   h: 2    C...IIC.HHHFAA..DF....D.EEBGGG..B...
f: 17   g: 15   h: 2    C.II..C.HHH.AA..DF....DFEEBGGG..B...
f: 17   g: 15   h: 2    CII...C.HHH.AA..DF....DFEEBGGG..B...
f: 17   g: 15   h: 2    C...IICHHHD.AA..DF.....FEEBGGG..B...
f: 17   g: 15   h: 2    C...IICHHH.FAA..DF....D.EEBGGG..B...
f: 17   g: 15   h: 2    C.II..CHHH..AA..DF....DFEEBGGG..B...
f: 17   g: 15   h: 2    CII...CHHH..AA..DF....DFEEBGGG..B...
f: 17   g: 15   h: 2    ....II...HHHC.AADFC.B.DFEEBGGG......
f: 17   g: 15   h: 2    ....IIC..HHHC.AADF..B.DFEEBGGG......
f: 17   g: 15   h: 2    C...IIC.HHH...AADF..B.DFEEBGGG......
f: 17   g: 15   h: 2    C...IICHHH....AADF..B.DFEEBGGG......
f: 17   g: 15   h: 2    C.II..C..HHH..AADF..B.DFEEBGGG......
f: 17   g: 15   h: 2    CII...C..HHH..AADF..B.DFEEBGGG......
f: 17   g: 15   h: 2    ....II...HHHCAA.DFC.B.DFEEBGGG......
f: 17   g: 15   h: 2    ....IIC..HHHCAA.DF..B.DFEEBGGG......
f: 17   g: 15   h: 2    C...IIC.HHH..AA.DF..B.DFEEBGGG......
f: 17   g: 15   h: 2    C...IICHHH...AA.DF..B.DFEEBGGG......
f: 17   g: 15   h: 2    C.II..C..HHH.AA.DF..B.DFEEBGGG......
f: 17   g: 15   h: 2    CII...C..HHH.AA.DF..B.DFEEBGGG......
f: 17   g: 15   h: 2    C...IIC.HHHFAA..DF..B.D.EEBGGG......
f: 17   g: 15   h: 2    C.II..C.HHH.AA..DF..B.DFEEBGGG......
f: 17   g: 15   h: 2    CII...C.HHH.AA..DF..B.DFEEBGGG......
f: 17   g: 15   h: 2    C...IICHHHD.AA..DF..B..FEEBGGG......
f: 17   g: 15   h: 2    C...IICHHH.FAA..DF..B.D.EEBGGG......
f: 17   g: 15   h: 2    C.II..CHHH..AA..DF..B.DFEEBGGG......
f: 17   g: 15   h: 2    CII...CHHH..AA..DF..B.DFEEBGGG......
f: 17   g: 15   h: 2    ...II....HHHC.AADFC...DFEEBGGG..B...
f: 17   g: 15   h: 2    ...II.C..HHHC.AADF....DFEEBGGG..B...
f: 17   g: 15   h: 2    C..II.C.HHH...AADF....DFEEBGGG..B...
f: 17   g: 15   h: 2    C..II.CHHH....AADF....DFEEBGGG..B...
f: 17   g: 15   h: 2    ...II....HHHCAA.DFC...DFEEBGGG..B...
f: 17   g: 15   h: 2    ...II.C..HHHCAA.DF....DFEEBGGG..B...
f: 17   g: 15   h: 2    C..II.C.HHH..AA.DF....DFEEBGGG..B...
f: 17   g: 15   h: 2    C..II.CHHH...AA.DF....DFEEBGGG..B...
f: 17   g: 15   h: 2    C..II.C.HHHFAA..DF....D.EEBGGG..B...
f: 17   g: 15   h: 2    C..II.CHHHD.AA..DF.....FEEBGGG..B...
f: 17   g: 15   h: 2    C..II.CHHH.FAA..DF....D.EEBGGG..B...
f: 17   g: 15   h: 2    ...II....HHHC.AADFC.B.DFEEBGGG......
f: 17   g: 15   h: 2    ...II.C..HHHC.AADF..B.DFEEBGGG......
f: 17   g: 15   h: 2    C..II.C.HHH...AADF..B.DFEEBGGG......
f: 17   g: 15   h: 2    C..II.CHHH....AADF..B.DFEEBGGG......
f: 17   g: 15   h: 2    ...II....HHHCAA.DFC.B.DFEEBGGG......
f: 17   g: 15   h: 2    ...II.C..HHHCAA.DF..B.DFEEBGGG......
f: 17   g: 15   h: 2    C..II.C.HHH..AA.DF..B.DFEEBGGG......
f: 17   g: 15   h: 2    C..II.CHHH...AA.DF..B.DFEEBGGG......
f: 17   g: 15   h: 2    C..II.C.HHHFAA..DF..B.D.EEBGGG......
f: 17   g: 15   h: 2    C..II.CHHHD.AA..DF..B..FEEBGGG......
f: 17   g: 15   h: 2    C..II.CHHH.FAA..DF..B.D.EEBGGG......
f: 17   g: 15   h: 2    C..IIFC.HHHFAAB.D...B.D.EE.GGG......
f: 17   g: 15   h: 2    C..IIFCHHH.FAAB.D...B.D..EEGGG......
f: 17   g: 15   h: 2    C.II.FC.HHHFAAB.D...B.D..EEGGG......
f: 17   g: 15   h: 2    CII..FC.HHHFAAB.D...B.D..EEGGG......
f: 17   g: 15   h: 2    C..IIFCHHH.FAAB.D...B.D.EE.GGG......
f: 17   g: 15   h: 2    C..IIFCHHHDFAAB.D...B....EEGGG......
f: 17   g: 15   h: 2    C.II.FCHHH.FAAB.D...B.D..EEGGG......
f: 17   g: 15   h: 2    CII..FCHHH.FAAB.D...B.D..EEGGG......
f: 17   g: 16   h: 1    C..IIFC.HHHF..AAD.....D.EEBGGG..B...
f: 17   g: 16   h: 1    C..IIFC.HHHF.AA.D.....D.EEBGGG..B...
f: 17   g: 16   h: 1    C..IIFCHHH.FAA..D.....D.EEBGGG..B...
f: 17   g: 16   h: 1    C.II.FC.HHHFAA..D.....D.EEBGGG..B...
f: 17   g: 16   h: 1    CII..FC.HHHFAA..D.....D.EEBGGG..B...
f: 17   g: 16   h: 1    C..IIFC.HHHFAA..D...B.D.EEBGGG......
f: 17   g: 16   h: 1    C..IIFCHHH.F..AAD.....D.EEBGGG..B...
f: 17   g: 16   h: 1    C..IIFCHHH.F.AA.D.....D.EEBGGG..B...
f: 17   g: 16   h: 1    C..IIFCHHHDFAA..D.......EEBGGG..B...
f: 17   g: 16   h: 1    C.II.FCHHH.FAA..D.....D.EEBGGG..B...
f: 17   g: 16   h: 1    CII..FCHHH.FAA..D.....D.EEBGGG..B...
f: 17   g: 16   h: 1    C..IIFCHHH.FAA..D...B.D.EEBGGG......
f: 17   g: 16   h: 1    C..IIFC.HHHF..AAD...B.D.EEBGGG......
f: 17   g: 16   h: 1    C..IIFC.HHHF.AA.D...B.D.EEBGGG......
f: 17   g: 16   h: 1    C.II.FC.HHHFAA..D...B.D.EEBGGG......
f: 17   g: 16   h: 1    CII..FC.HHHFAA..D...B.D.EEBGGG......
f: 17   g: 16   h: 1    C..IIFCHHH.F..AAD...B.D.EEBGGG......
f: 17   g: 16   h: 1    C..IIFCHHH.F.AA.D...B.D.EEBGGG......
f: 17   g: 16   h: 1    C..IIFCHHHDFAA..D...B...EEBGGG......
f: 17   g: 16   h: 1    C.II.FCHHH.FAA..D...B.D.EEBGGG......
f: 17   g: 16   h: 1    CII..FCHHH.FAA..D...B.D.EEBGGG......
f: 17   g: 15   h: 2    C.IID.CHHHD.AAB..F..B..F.EEGGG......
f: 17   g: 15   h: 2    CII.D.CHHHD.AAB..F..B..F.EEGGG......
f: 17   g: 16   h: 1    C.IID.CHHHD.AA...F.....FEEBGGG..B...
f: 17   g: 16   h: 1    CII.D.CHHHD.AA...F.....FEEBGGG..B...
f: 17   g: 16   h: 1    C.IID.CHHHD.AA...F..B..FEEBGGG......
f: 17   g: 16   h: 1    CII.D.CHHHD.AA...F..B..FEEBGGG......
f: 17   g: 16   h: 1    C.IIDFCHHHDFAAB.....B....EEGGG......
f: 17   g: 16   h: 1    CII.DFCHHHDFAAB.....B....EEGGG......
f: 17   g: 17   h: 0    C.IIDFCHHHDFAA..........EEBGGG..B...
f: 17   g: 17   h: 0    CII.DFCHHHDFAA..........EEBGGG..B...
f: 17   g: 17   h: 0    C.IIDFCHHHDFAA......B...EEBGGG......
f: 17   g: 17   h: 0    CII.DFCHHHDFAA......B...EEBGGG......
f: 18   g: 15   h: 3    C...IIC..HHHAAB.DF..B.DFEEGGG.......
f: 18   g: 15   h: 3    C...IIC.BHHHAAB.DF....DFEEGGG.......
f: 18   g: 15   h: 3    C..II.C..HHHAAB.DF..B.DFEEGGG.......
f: 18   g: 15   h: 3    C..II.C.BHHHAAB.DF....DFEEGGG.......
f: 18   g: 15   h: 3    C...IIC.HHH.AAB.DF..B.DFEE.GGG......
f: 18   g: 15   h: 3    C...IICHHH..AAB.DF..B.DFEE.GGG......
f: 18   g: 15   h: 3    C.II..C..HHHAAB.DF..B.DFEE.GGG......
f: 18   g: 15   h: 3    C.II..C.BHHHAAB.DF....DFEE.GGG......
f: 18   g: 15   h: 3    CII...C..HHHAAB.DF..B.DFEE.GGG......
f: 18   g: 15   h: 3    CII...C.BHHHAAB.DF....DFEE.GGG......
f: 18   g: 15   h: 3    C..II.C.HHH.AAB.DF..B.DFEE.GGG......
f: 18   g: 15   h: 3    C..II.CHHH..AAB.DF..B.DFEE.GGG......
f: 18   g: 16   h: 2    C...IIC..HHHAAB.D...B.D.EEGGGF.....F
f: 18   g: 16   h: 2    C...IIC.BHHHAAB.D.....D.EEGGGF.....F
f: 18   g: 16   h: 2    C...IIC..HHHAAB.D...B.DFEEGGGF......
f: 18   g: 16   h: 2    C...IIC.BHHHAAB.D.....DFEEGGGF......
f: 18   g: 16   h: 2    C..II.C..HHHAAB.D...B.D.EEGGGF.....F
f: 18   g: 16   h: 2    C..II.C.BHHHAAB.D.....D.EEGGGF.....F
f: 18   g: 16   h: 2    C..II.C..HHHAAB.D...B.DFEEGGGF......
f: 18   g: 16   h: 2    C..II.C.BHHHAAB.D.....DFEEGGGF......
f: 18   g: 15   h: 3    C..II.C.HHHFAAB.DF..B.D..EEGGG......
f: 18   g: 15   h: 3    C..II.CHHH.FAAB.DF..B.D..EEGGG......
f: 18   g: 16   h: 2    C..II.C.HHHFAA..DF....D.EEBGGG..B...
f: 18   g: 16   h: 2    C..IIFC.HHHFAAB.D...B.D.EE.GGG......
f: 18   g: 16   h: 2    C..II.CHHH.FAA..DF....D.EEBGGG..B...
f: 18   g: 16   h: 2    C..IIFCHHH.FAAB.D...B.D.EE.GGG......
f: 18   g: 16   h: 2    C..II.C.HHHFAA..DF..B.D.EEBGGG......
f: 18   g: 16   h: 2    C..II.CHHH.FAA..DF..B.D.EEBGGG......
f: 18   g: 15   h: 3    C...IIC.HHH.AAB.DF..B.DFEEGGG.......
f: 18   g: 15   h: 3    C...IICHHH..AAB.DF..B.DFEEGGG.......
f: 18   g: 15   h: 3    C.II..C..HHHAAB.DF..B.DFEEGGG.......
f: 18   g: 15   h: 3    CII...C..HHHAAB.DF..B.DFEEGGG.......
f: 18   g: 15   h: 3    C.II..C.BHHHAAB.DF....DFEEGGG.......
f: 18   g: 15   h: 3    CII...C.BHHHAAB.DF....DFEEGGG.......
f: 18   g: 15   h: 3    C..II.C.HHH.AAB.DF..B.DFEEGGG.......
f: 18   g: 15   h: 3    C..II.CHHH..AAB.DF..B.DFEEGGG.......
f: 18   g: 16   h: 2    C...IIC.HHH.AAB.D...B.D.EEGGGF.....F
f: 18   g: 16   h: 2    C...IICHHH..AAB.D...B.D.EEGGGF.....F
f: 18   g: 16   h: 2    C.II..C..HHHAAB.D...B.D.EEGGGF.....F
f: 18   g: 16   h: 2    CII...C..HHHAAB.D...B.D.EEGGGF.....F
f: 18   g: 16   h: 2    C.II..C.BHHHAAB.D.....D.EEGGGF.....F
f: 18   g: 16   h: 2    CII...C.BHHHAAB.D.....D.EEGGGF.....F
f: 18   g: 16   h: 2    C...IIC.HHH.AAB.D...B.DFEEGGGF......
f: 18   g: 16   h: 2    C...IICHHH..AAB.D...B.DFEEGGGF......
f: 18   g: 16   h: 2    C.II..C..HHHAAB.D...B.DFEEGGGF......
f: 18   g: 16   h: 2    CII...C..HHHAAB.D...B.DFEEGGGF......
f: 18   g: 16   h: 2    C.II..C.BHHHAAB.D.....DFEEGGGF......
f: 18   g: 16   h: 2    CII...C.BHHHAAB.D.....DFEEGGGF......
f: 18   g: 16   h: 2    C..II.C.HHH.AAB.D...B.D.EEGGGF.....F
f: 18   g: 16   h: 2    C..II.CHHH..AAB.D...B.D.EEGGGF.....F
f: 18   g: 16   h: 2    C..II.C.HHH.AAB.D...B.DFEEGGGF......
f: 18   g: 16   h: 2    C..II.CHHH..AAB.D...B.DFEEGGGF......
f: 18   g: 15   h: 3    C...IIC.HHHFAAB.DF..B.D..EEGGG......
f: 18   g: 15   h: 3    C.II..C.HHH.AAB.DF..B.DF.EEGGG......
f: 18   g: 15   h: 3    CII...C.HHH.AAB.DF..B.DF.EEGGG......
f: 18   g: 15   h: 3    C...IICHHHD.AAB.DF..B..F.EEGGG......
f: 18   g: 15   h: 3    C...IICHHH.FAAB.DF..B.D..EEGGG......
f: 18   g: 15   h: 3    C.II..CHHH..AAB.DF..B.DF.EEGGG......
f: 18   g: 15   h: 3    CII...CHHH..AAB.DF..B.DF.EEGGG......
f: 18   g: 15   h: 3    C...IIC.HHHFAAB.DF..B.D.EE.GGG......
f: 18   g: 15   h: 3    C.II..C.HHH.AAB.DF..B.DFEE.GGG......
f: 18   g: 15   h: 3    CII...C.HHH.AAB.DF..B.DFEE.GGG......
f: 18   g: 15   h: 3    C...IICHHHD.AAB.DF..B..FEE.GGG......
f: 18   g: 15   h: 3    C...IICHHH.FAAB.DF..B.D.EE.GGG......
f: 18   g: 15   h: 3    C.II..CHHH..AAB.DF..B.DFEE.GGG......
f: 18   g: 15   h: 3    CII...CHHH..AAB.DF..B.DFEE.GGG......
f: 18   g: 15   h: 3    C..II.CHHHD.AAB.DF..B..F.EEGGG......
f: 18   g: 15   h: 3    C..II.C.HHHFAAB.DF..B.D.EE.GGG......
f: 18   g: 15   h: 3    C..II.CHHHD.AAB.DF..B..FEE.GGG......
f: 18   g: 15   h: 3    C..II.CHHH.FAAB.DF..B.D.EE.GGG......
f: 18   g: 15   h: 3    C.II..C.HHHFAAB.DF..B.D..EEGGG......
f: 18   g: 15   h: 3    CII...C.HHHFAAB.DF..B.D..EEGGG......
f: 18   g: 15   h: 3    C...IICHHHDFAAB.DF..B....EEGGG......
f: 18   g: 15   h: 3    C.II..CHHHD.AAB.DF..B..F.EEGGG......
f: 18   g: 15   h: 3    CII...CHHHD.AAB.DF..B..F.EEGGG......
f: 18   g: 15   h: 3    C.II..CHHH.FAAB.DF..B.D..EEGGG......
f: 18   g: 15   h: 3    CII...CHHH.FAAB.DF..B.D..EEGGG......
f: 18   g: 15   h: 3    C..II.CHHHDFAAB.DF..B....EEGGG......
f: 18   g: 16   h: 2    ....II...HHHC.AADFC...DFEEBGGG..B...
f: 18   g: 16   h: 2    ....IIC..HHHC.AADF....DFEEBGGG..B...
f: 18   g: 16   h: 2    C...IIC.HHH...AADF....DFEEBGGG..B...
f: 18   g: 16   h: 2    C...IICHHH....AADF....DFEEBGGG..B...
f: 18   g: 16   h: 2    C.II..C..HHH..AADF....DFEEBGGG..B...
f: 18   g: 16   h: 2    CII...C..HHH..AADF....DFEEBGGG..B...
f: 18   g: 16   h: 2    ....II...HHHCAA.DFC...DFEEBGGG..B...
f: 18   g: 16   h: 2    ....IIC..HHHCAA.DF....DFEEBGGG..B...
f: 18   g: 16   h: 2    C...IIC.HHH..AA.DF....DFEEBGGG..B...
f: 18   g: 16   h: 2    C...IICHHH...AA.DF....DFEEBGGG..B...
f: 18   g: 16   h: 2    C.II..C..HHH.AA.DF....DFEEBGGG..B...
f: 18   g: 16   h: 2    CII...C..HHH.AA.DF....DFEEBGGG..B...
f: 18   g: 16   h: 2    C...IIC.HHHFAA..DF....D.EEBGGG..B...
f: 18   g: 16   h: 2    C.II..C.HHH.AA..DF....DFEEBGGG..B...
f: 18   g: 16   h: 2    CII...C.HHH.AA..DF....DFEEBGGG..B...
f: 18   g: 16   h: 2    C...IICHHHD.AA..DF.....FEEBGGG..B...
f: 18   g: 16   h: 2    C...IICHHH.FAA..DF....D.EEBGGG..B...
f: 18   g: 16   h: 2    C.II..CHHH..AA..DF....DFEEBGGG..B...
f: 18   g: 16   h: 2    CII...CHHH..AA..DF....DFEEBGGG..B...
f: 18   g: 16   h: 2    ....II...HHHC.AADFC.B.DFEEBGGG......
f: 18   g: 16   h: 2    ....IIC..HHHC.AADF..B.DFEEBGGG......
f: 18   g: 16   h: 2    C...IIC.HHH...AADF..B.DFEEBGGG......
f: 18   g: 16   h: 2    C...IICHHH....AADF..B.DFEEBGGG......
f: 18   g: 16   h: 2    C.II..C..HHH..AADF..B.DFEEBGGG......
f: 18   g: 16   h: 2    CII...C..HHH..AADF..B.DFEEBGGG......
f: 18   g: 16   h: 2    ....II...HHHCAA.DFC.B.DFEEBGGG......
f: 18   g: 16   h: 2    ....IIC..HHHCAA.DF..B.DFEEBGGG......
f: 18   g: 16   h: 2    C...IIC.HHH..AA.DF..B.DFEEBGGG......
f: 18   g: 16   h: 2    C...IICHHH...AA.DF..B.DFEEBGGG......
f: 18   g: 16   h: 2    C.II..C..HHH.AA.DF..B.DFEEBGGG......
f: 18   g: 16   h: 2    CII...C..HHH.AA.DF..B.DFEEBGGG......
f: 18   g: 16   h: 2    C...IIC.HHHFAA..DF..B.D.EEBGGG......
f: 18   g: 16   h: 2    C.II..C.HHH.AA..DF..B.DFEEBGGG......
f: 18   g: 16   h: 2    CII...C.HHH.AA..DF..B.DFEEBGGG......
f: 18   g: 16   h: 2    C...IICHHHD.AA..DF..B..FEEBGGG......
f: 18   g: 16   h: 2    C...IICHHH.FAA..DF..B.D.EEBGGG......
f: 18   g: 16   h: 2    C.II..CHHH..AA..DF..B.DFEEBGGG......
f: 18   g: 16   h: 2    CII...CHHH..AA..DF..B.DFEEBGGG......
f: 18   g: 16   h: 2    ...II....HHHC.AADFC...DFEEBGGG..B...
f: 18   g: 16   h: 2    ...II.C..HHHC.AADF....DFEEBGGG..B...
f: 18   g: 16   h: 2    C..II.C.HHH...AADF....DFEEBGGG..B...
f: 18   g: 16   h: 2    C..II.CHHH....AADF....DFEEBGGG..B...
f: 18   g: 16   h: 2    ...II....HHHCAA.DFC...DFEEBGGG..B...
f: 18   g: 16   h: 2    ...II.C..HHHCAA.DF....DFEEBGGG..B...
f: 18   g: 16   h: 2    C..II.C.HHH..AA.DF....DFEEBGGG..B...
f: 18   g: 16   h: 2    C..II.CHHH...AA.DF....DFEEBGGG..B...
f: 18   g: 16   h: 2    C..II.CHHHD.AA..DF.....FEEBGGG..B...
f: 18   g: 16   h: 2    ...II....HHHC.AADFC.B.DFEEBGGG......
f: 18   g: 16   h: 2    ...II.C..HHHC.AADF..B.DFEEBGGG......
f: 18   g: 16   h: 2    C..II.C.HHH...AADF..B.DFEEBGGG......
f: 18   g: 16   h: 2    C..II.CHHH....AADF..B.DFEEBGGG......
f: 18   g: 16   h: 2    ...II....HHHCAA.DFC.B.DFEEBGGG......
f: 18   g: 16   h: 2    ...II.C..HHHCAA.DF..B.DFEEBGGG......
f: 18   g: 16   h: 2    C..II.C.HHH..AA.DF..B.DFEEBGGG......
f: 18   g: 16   h: 2    C..II.CHHH...AA.DF..B.DFEEBGGG......
f: 18   g: 16   h: 2    C..II.CHHHD.AA..DF..B..FEEBGGG......
f: 18   g: 16   h: 2    ....II..HHH.C.AADFC...DFEEBGGG..B...
f: 18   g: 16   h: 2    ....II.HHH..C.AADFC...DFEEBGGG..B...
f: 18   g: 16   h: 2    ....IIHHH...C.AADFC...DFEEBGGG..B...
f: 18   g: 16   h: 2    ..II.....HHHC.AADFC...DFEEBGGG..B...
f: 18   g: 16   h: 2    .II......HHHC.AADFC...DFEEBGGG..B...
f: 18   g: 16   h: 2    II.......HHHC.AADFC...DFEEBGGG..B...
f: 18   g: 16   h: 2    ....IIC.HHH.C.AADF....DFEEBGGG..B...
f: 18   g: 16   h: 2    ....IICHHH..C.AADF....DFEEBGGG..B...
f: 18   g: 16   h: 2    ..II..C..HHHC.AADF....DFEEBGGG..B...
f: 18   g: 16   h: 2    .II...C..HHHC.AADF....DFEEBGGG..B...
f: 18   g: 16   h: 2    II....C..HHHC.AADF....DFEEBGGG..B...
f: 18   g: 16   h: 2    C...IIC.HHHF..AADF....D.EEBGGG..B...
f: 18   g: 16   h: 2    C.II..C.HHH...AADF....DFEEBGGG..B...
f: 18   g: 16   h: 2    CII...C.HHH...AADF....DFEEBGGG..B...
f: 18   g: 16   h: 2    C...IICHHHD...AADF.....FEEBGGG..B...
f: 18   g: 16   h: 2    C...IICHHH.F..AADF....D.EEBGGG..B...
f: 18   g: 16   h: 2    C.II..CHHH....AADF....DFEEBGGG..B...
f: 18   g: 16   h: 2    CII...CHHH....AADF....DFEEBGGG..B...
f: 18   g: 16   h: 2    ....II..HHH.CAA.DFC...DFEEBGGG..B...
f: 18   g: 16   h: 2    ....II.HHH..CAA.DFC...DFEEBGGG..B...
f: 18   g: 16   h: 2    ....IIHHH...CAA.DFC...DFEEBGGG..B...
